area,date,year,month,day,basket_price,basket_index,base_date,base_basket_price,available_items,chicken_standard_price,chicken_standard_records,eggs_grade_a_price,eggs_grade_a_records,kembung_fish_price,kembung_fish_records,tomato_price,tomato_records,yellow_onion_price,yellow_onion_records,potato_price,potato_records,water_spinach_price,water_spinach_records,red_chili_kulai_price,red_chili_kulai_records,date_number,max_index,min_index,highlight_point,basket_price_label,basket_index_label
Johor,2026-05-02,2026,May,2,59.6,100.0,2026-05-02,59.6,8,7.99,107,11.69,95,17.0,34,2.49,112,2.99,110,2.5,85,6.99,87,7.95,46,739738,115.88,100.0,Lowest basket index,RM 59.60,100.0
Johor,2026-05-03,2026,May,3,60.45,101.43,2026-05-02,59.6,8,7.99,105,11.7,93,18.24,32,2.49,109,2.99,112,2.3,86,6.99,87,7.75,46,739739,115.88,100.0,Normal day,RM 60.45,101.4
Johor,2026-05-04,2026,May,4,66.2,111.09,2026-05-02,59.6,8,7.99,163,11.7,118,18.74,52,2.99,179,3.9,182,2.99,144,6.99,111,10.9,77,739740,115.88,100.0,Normal day,RM 66.20,111.1
Johor,2026-05-05,2026,May,5,61.69,103.52,2026-05-02,59.6,8,7.99,107,11.6,85,18.0,35,2.49,116,2.99,114,2.79,82,6.99,88,8.84,46,739741,115.88,100.0,Normal day,RM 61.69,103.5
Johor,2026-05-06,2026,May,6,61.74,103.6,2026-05-02,59.6,8,7.99,108,11.7,85,17.99,33,2.49,116,2.99,114,2.74,82,7.0,94,8.84,48,739742,115.88,100.0,Normal day,RM 61.74,103.6
Johor,2026-05-07,2026,May,7,61.5,103.2,2026-05-02,59.6,8,7.99,106,11.7,78,18.0,27,2.49,114,2.99,114,2.84,82,7.0,92,8.49,48,739743,115.88,100.0,Normal day,RM 61.50,103.2
Johor,2026-05-08,2026,May,8,62.34,104.61,2026-05-02,59.6,8,7.99,105,11.7,85,18.49,34,2.49,115,2.99,113,2.69,83,7.0,94,8.99,48,739744,115.88,100.0,Normal day,RM 62.34,104.6
Johor,2026-05-09,2026,May,9,62.65,105.13,2026-05-02,59.6,8,7.99,108,11.7,97,18.99,31,2.49,115,2.99,112,2.5,87,7.0,96,8.99,50,739745,115.88,100.0,Normal day,RM 62.65,105.1
Johor,2026-05-10,2026,May,10,61.65,103.44,2026-05-02,59.6,8,7.99,106,11.7,96,17.99,26,2.49,112,2.99,110,2.49,82,7.0,86,8.99,47,739746,115.88,100.0,Normal day,RM 61.65,103.4
Johor,2026-05-11,2026,May,11,67.1,112.59,2026-05-02,59.6,8,8.0,161,11.9,122,18.99,47,3.29,172,3.69,181,2.99,144,7.25,132,10.99,78,739747,115.88,100.0,Normal day,RM 67.10,112.6
Johor,2026-05-12,2026,May,12,62.24,104.44,2026-05-02,59.6,8,7.99,109,11.7,84,17.99,34,2.99,114,2.99,113,2.69,83,6.99,94,8.9,51,739748,115.88,100.0,Normal day,RM 62.24,104.4
Johor,2026-05-13,2026,May,13,62.73,105.27,2026-05-02,59.6,8,7.99,109,11.7,87,17.99,31,3.59,113,2.99,113,2.5,84,6.99,98,8.99,53,739749,115.88,100.0,Normal day,RM 62.73,105.3
Johor,2026-05-14,2026,May,14,64.44,108.13,2026-05-02,59.6,8,7.99,108,11.7,91,18.99,34,4.49,112,2.99,114,2.3,81,6.99,93,8.99,51,739750,115.88,100.0,Normal day,RM 64.44,108.1
Johor,2026-05-15,2026,May,15,66.33,111.29,2026-05-02,59.6,8,7.99,106,11.89,95,19.99,30,4.99,110,2.99,112,2.49,83,6.99,92,8.99,55,739751,115.88,100.0,Normal day,RM 66.33,111.3
Johor,2026-05-16,2026,May,16,64.74,108.63,2026-05-02,59.6,8,7.99,107,11.89,94,18.99,30,5.7,110,2.99,113,2.3,86,6.89,97,7.99,54,739752,115.88,100.0,Normal day,RM 64.74,108.6
Johor,2026-05-17,2026,May,17,64.89,108.88,2026-05-02,59.6,8,7.99,105,11.95,98,18.74,22,5.99,108,2.99,112,2.3,84,6.94,96,7.99,52,739753,115.88,100.0,Normal day,RM 64.89,108.9
Johor,2026-05-18,2026,May,18,69.06,115.88,2026-05-02,59.6,8,8.3,161,11.99,126,18.9,53,5.99,175,3.9,184,2.99,144,7.0,134,9.99,84,739754,115.88,100.0,Highest basket index,RM 69.06,115.9
Johor,2026-05-19,2026,May,19,66.97,112.38,2026-05-02,59.6,8,8.29,107,11.99,96,18.99,33,5.99,111,2.99,114,2.74,82,6.99,95,8.99,53,739755,115.88,100.0,Normal day,RM 66.97,112.4
Johor,2026-05-20,2026,May,20,66.37,111.37,2026-05-02,59.6,8,8.29,109,11.99,97,18.99,35,5.74,112,2.99,113,2.79,83,6.99,98,8.59,52,739756,115.88,100.0,Normal day,RM 66.37,111.4
Kedah,2026-05-02,2026,May,2,63.27,100.0,2026-05-02,63.27,8,8.45,58,11.99,25,16.0,19,3.0,62,3.9,58,3.0,40,4.95,48,12.0,28,739738,106.17,97.36,Normal day,RM 63.27,100.0
Kedah,2026-05-04,2026,May,4,62.82,99.27,2026-05-02,63.27,8,8.44,74,11.5,37,16.0,28,2.99,83,3.9,99,3.0,68,4.99,56,12.0,38,739740,106.17,97.36,Normal day,RM 62.82,99.3
Kedah,2026-05-05,2026,May,5,62.76,99.19,2026-05-02,63.27,8,8.39,59,11.95,24,16.0,21,2.59,61,3.9,57,2.95,38,4.99,45,12.0,25,739741,106.17,97.36,Normal day,RM 62.76,99.2
Kedah,2026-05-06,2026,May,6,63.01,99.59,2026-05-02,63.27,8,8.39,61,11.9,23,16.0,15,2.59,61,3.9,57,2.9,41,4.88,50,12.45,28,739742,106.17,97.36,Normal day,RM 63.01,99.6
Kedah,2026-05-07,2026,May,7,61.61,97.36,2026-05-02,63.27,8,8.45,62,11.99,26,15.0,20,2.5,63,3.9,61,2.99,41,4.78,51,12.0,30,739743,106.17,97.36,Lowest basket index,RM 61.61,97.4
Kedah,2026-05-08,2026,May,8,61.67,97.46,2026-05-02,63.27,8,8.69,61,11.95,26,15.0,23,2.5,62,3.7,62,3.0,42,4.84,48,12.0,27,739744,106.17,97.36,Normal day,RM 61.67,97.5
Kedah,2026-05-09,2026,May,9,61.96,97.92,2026-05-02,63.27,8,8.69,61,11.7,27,15.49,23,2.59,61,3.9,61,3.0,41,4.59,47,12.0,28,739745,106.17,97.36,Normal day,RM 61.96,97.9
Kedah,2026-05-10,2026,May,10,62.83,99.29,2026-05-02,63.27,8,8.69,61,11.8,26,16.0,24,2.54,62,3.9,61,3.0,40,4.89,47,12.0,29,739746,106.17,97.36,Normal day,RM 62.83,99.3
Kedah,2026-05-11,2026,May,11,63.97,101.1,2026-05-02,63.27,8,8.69,74,11.8,41,16.0,27,2.99,84,3.6,99,3.0,68,4.89,59,13.0,38,739747,106.17,97.36,Normal day,RM 63.97,101.1
Kedah,2026-05-12,2026,May,12,62.88,99.38,2026-05-02,63.27,8,8.69,59,11.95,24,15.0,25,3.4,61,3.5,59,3.0,41,4.9,45,12.45,26,739748,106.17,97.36,Normal day,RM 62.88,99.4
Kedah,2026-05-13,2026,May,13,63.98,101.11,2026-05-02,63.27,8,8.69,61,11.9,24,15.0,23,3.99,61,3.5,59,3.0,41,4.9,45,13.0,28,739749,106.17,97.36,Normal day,RM 63.98,101.1
Kedah,2026-05-14,2026,May,14,64.12,101.34,2026-05-02,63.27,8,8.88,61,11.9,25,15.0,22,4.54,62,3.9,61,3.0,41,4.0,49,12.9,29,739750,106.17,97.36,Normal day,RM 64.12,101.3
Kedah,2026-05-15,2026,May,15,64.02,101.18,2026-05-02,63.27,8,8.69,60,11.99,25,15.0,22,4.99,62,3.9,61,3.0,41,4.0,46,12.45,28,739751,106.17,97.36,Normal day,RM 64.02,101.2
Kedah,2026-05-16,2026,May,16,66.13,104.51,2026-05-02,63.27,8,8.69,61,11.99,26,15.0,27,5.5,61,3.5,60,3.0,39,5.0,47,13.45,28,739752,106.17,97.36,Normal day,RM 66.13,104.5
Kedah,2026-05-17,2026,May,17,65.78,103.96,2026-05-02,63.27,8,8.69,61,11.9,25,15.0,20,5.9,61,3.5,60,3.0,40,4.89,47,12.9,29,739753,106.17,97.36,Normal day,RM 65.78,104.0
Kedah,2026-05-18,2026,May,18,66.53,105.14,2026-05-02,63.27,8,8.69,74,11.95,42,15.0,26,6.0,85,3.9,99,3.0,65,4.99,58,13.0,37,739754,106.17,97.36,Normal day,RM 66.53,105.1
Kedah,2026-05-19,2026,May,19,67.18,106.17,2026-05-02,63.27,8,8.9,59,11.99,26,15.9,21,5.95,58,3.5,57,3.0,37,5.0,43,12.95,26,739755,106.17,97.36,Highest basket index,RM 67.18,106.2
Kedah,2026-05-20,2026,May,20,67.12,106.08,2026-05-02,63.27,8,8.85,60,11.99,27,16.0,21,5.99,60,3.7,58,3.0,39,5.0,44,12.59,25,739756,106.17,97.36,Normal day,RM 67.12,106.1
Kelantan,2026-05-02,2026,May,2,60.77,100.0,2026-05-02,60.77,8,8.5,72,11.9,43,16.0,47,2.29,79,3.29,77,2.9,31,6.9,51,8.99,59,739738,113.16,100.0,Lowest basket index,RM 60.77,100.0
Kelantan,2026-05-03,2026,May,3,62.69,103.17,2026-05-02,60.77,8,8.5,72,11.9,40,16.9,43,2.5,75,3.5,77,2.95,32,7.0,49,9.45,60,739739,113.16,100.0,Normal day,RM 62.69,103.2
Kelantan,2026-05-04,2026,May,4,64.68,106.43,2026-05-02,60.77,8,8.5,91,12.0,96,16.9,41,2.9,108,3.99,157,3.4,56,7.0,55,9.99,82,739740,113.16,100.0,Normal day,RM 64.68,106.4
Kelantan,2026-05-05,2026,May,5,63.28,104.13,2026-05-02,60.77,8,8.5,74,11.99,44,16.9,41,2.5,79,3.5,79,2.9,33,7.0,48,9.99,60,739741,113.16,100.0,Normal day,RM 63.28,104.1
Kelantan,2026-05-06,2026,May,6,63.27,104.11,2026-05-02,60.77,8,8.5,72,11.99,47,16.9,37,2.5,80,3.5,79,2.9,34,6.99,45,9.99,60,739742,113.16,100.0,Normal day,RM 63.27,104.1
Kelantan,2026-05-07,2026,May,7,62.68,103.13,2026-05-02,60.77,8,8.5,73,12.0,40,17.0,40,2.49,80,2.99,78,2.9,36,7.0,53,9.8,62,739743,113.16,100.0,Normal day,RM 62.68,103.1
Kelantan,2026-05-08,2026,May,8,63.48,104.47,2026-05-02,60.77,8,8.5,75,12.0,42,17.9,42,2.29,80,2.99,79,2.9,37,7.0,51,9.9,60,739744,113.16,100.0,Normal day,RM 63.48,104.5
Kelantan,2026-05-09,2026,May,9,63.69,104.81,2026-05-02,60.77,8,8.5,73,12.0,40,17.9,39,2.5,78,2.99,77,2.9,37,7.0,55,9.9,62,739745,113.16,100.0,Normal day,RM 63.69,104.8
Kelantan,2026-05-10,2026,May,10,64.78,106.61,2026-05-02,60.77,8,8.6,71,11.99,47,17.99,48,2.9,80,3.5,79,2.9,36,7.0,57,9.9,62,739746,113.16,100.0,Normal day,RM 64.78,106.6
Kelantan,2026-05-11,2026,May,11,66.48,109.4,2026-05-02,60.77,8,8.8,91,12.0,108,17.8,56,3.5,110,3.99,158,3.4,66,7.0,66,9.99,79,739747,113.16,100.0,Normal day,RM 66.48,109.4
Kelantan,2026-05-12,2026,May,12,65.39,107.6,2026-05-02,60.77,8,8.6,73,12.0,47,17.9,47,3.5,79,3.5,80,2.9,37,7.0,52,9.99,61,739748,113.16,100.0,Normal day,RM 65.39,107.6
Kelantan,2026-05-13,2026,May,13,65.88,108.42,2026-05-02,60.77,8,8.7,74,12.0,52,17.9,52,3.9,80,3.5,80,2.9,37,7.0,54,9.99,58,739749,113.16,100.0,Normal day,RM 65.88,108.4
Kelantan,2026-05-14,2026,May,14,65.88,108.4,2026-05-02,60.77,8,8.59,72,12.0,53,17.9,46,3.99,80,3.5,80,2.9,34,7.0,57,9.99,61,739750,113.16,100.0,Normal day,RM 65.88,108.4
Kelantan,2026-05-15,2026,May,15,66.08,108.73,2026-05-02,60.77,8,8.79,73,12.0,50,17.0,51,4.99,80,3.5,79,2.9,35,7.0,56,9.9,61,739751,113.16,100.0,Normal day,RM 66.08,108.7
Kelantan,2026-05-16,2026,May,16,65.98,108.57,2026-05-02,60.77,8,8.8,73,11.99,48,17.0,51,5.0,79,3.4,78,2.9,36,6.99,53,9.9,61,739752,113.16,100.0,Normal day,RM 65.98,108.6
Kelantan,2026-05-17,2026,May,17,66.67,109.71,2026-05-02,60.77,8,8.8,72,12.0,47,16.99,48,5.99,78,3.5,78,2.9,37,6.99,52,9.5,62,739753,113.16,100.0,Normal day,RM 66.67,109.7
Kelantan,2026-05-18,2026,May,18,68.77,113.16,2026-05-02,60.77,8,8.9,89,12.49,103,16.9,53,6.0,109,3.99,159,3.5,66,7.0,54,9.99,78,739754,113.16,100.0,Highest basket index,RM 68.77,113.2
Kelantan,2026-05-19,2026,May,19,67.12,110.46,2026-05-02,60.77,8,8.79,74,12.3,47,16.99,48,6.0,80,3.5,79,2.9,37,6.95,54,9.7,60,739755,113.16,100.0,Normal day,RM 67.12,110.5
Kelantan,2026-05-20,2026,May,20,66.47,109.39,2026-05-02,60.77,8,8.8,74,12.3,44,17.0,50,6.0,80,3.5,79,2.9,36,6.99,55,8.99,62,739756,113.16,100.0,Normal day,RM 66.47,109.4
Malaysia overall,2026-05-02,2026,May,2,63.38,100.0,2026-05-02,63.38,8,8.2,816,11.7,620,16.0,364,3.0,1048,3.5,1072,2.99,824,5.99,766,12.0,389,739738,109.1,100.0,Lowest basket index,RM 63.38,100.0
Malaysia overall,2026-05-03,2026,May,3,63.43,100.08,2026-05-02,63.38,8,8.19,749,11.75,594,16.0,340,3.0,985,3.5,1013,2.99,778,6.0,695,12.0,367,739739,109.1,100.0,Normal day,RM 63.43,100.1
Malaysia overall,2026-05-04,2026,May,4,66.47,104.88,2026-05-02,63.38,8,8.39,1073,11.99,852,16.0,477,3.9,1482,3.9,1761,3.29,1391,6.0,952,13.0,552,739740,109.1,100.0,Normal day,RM 66.47,104.9
Malaysia overall,2026-05-05,2026,May,5,64.47,101.72,2026-05-02,63.38,8,8.19,817,11.9,586,16.9,339,3.0,1053,3.5,1075,2.99,811,5.99,750,12.0,392,739741,109.1,100.0,Normal day,RM 64.47,101.7
Malaysia overall,2026-05-06,2026,May,6,64.56,101.86,2026-05-02,63.38,8,8.19,817,11.99,592,16.9,334,3.0,1054,3.5,1078,2.99,823,5.99,772,12.0,405,739742,109.1,100.0,Normal day,RM 64.56,101.9
Malaysia overall,2026-05-07,2026,May,7,65.37,103.14,2026-05-02,63.38,8,8.1,819,11.99,601,16.9,345,3.0,1061,3.5,1082,2.99,819,5.99,779,12.9,412,739743,109.1,100.0,Normal day,RM 65.37,103.1
Malaysia overall,2026-05-08,2026,May,8,65.73,103.71,2026-05-02,63.38,8,8.29,819,11.99,632,16.99,359,2.99,1047,3.5,1089,2.99,825,5.99,795,12.99,411,739744,109.1,100.0,Normal day,RM 65.73,103.7
Malaysia overall,2026-05-09,2026,May,9,65.6,103.51,2026-05-02,63.38,8,8.29,823,11.99,646,16.99,350,3.0,1051,3.5,1075,2.99,828,5.9,789,12.95,418,739745,109.1,100.0,Normal day,RM 65.60,103.5
Malaysia overall,2026-05-10,2026,May,10,65.96,104.07,2026-05-02,63.38,8,8.3,818,11.99,637,16.9,387,3.49,1055,3.5,1079,2.99,820,5.8,783,12.99,407,739746,109.1,100.0,Normal day,RM 65.96,104.1
Malaysia overall,2026-05-11,2026,May,11,67.56,106.6,2026-05-02,63.38,8,8.49,1084,11.99,888,16.9,500,3.99,1477,3.9,1771,3.3,1396,5.99,999,13.0,556,739747,109.1,100.0,Normal day,RM 67.56,106.6
Malaysia overall,2026-05-12,2026,May,12,65.26,102.97,2026-05-02,63.38,8,8.3,823,11.99,598,16.0,394,3.99,1050,3.5,1081,2.99,816,5.59,753,12.9,401,739748,109.1,100.0,Normal day,RM 65.26,103.0
Malaysia overall,2026-05-13,2026,May,13,66.29,104.59,2026-05-02,63.38,8,8.3,823,11.99,607,16.94,400,4.0,1048,3.5,1079,2.99,817,5.58,775,12.99,398,739749,109.1,100.0,Normal day,RM 66.29,104.6
Malaysia overall,2026-05-14,2026,May,14,67.57,106.61,2026-05-02,63.38,8,8.39,826,11.99,630,16.9,380,4.9,1056,3.5,1096,2.99,826,5.9,785,13.0,417,739750,109.1,100.0,Normal day,RM 67.57,106.6
Malaysia overall,2026-05-15,2026,May,15,67.34,106.25,2026-05-02,63.38,8,8.39,818,11.99,653,16.9,399,5.0,1046,3.5,1084,2.99,825,5.58,795,12.99,409,739751,109.1,100.0,Normal day,RM 67.34,106.2
Malaysia overall,2026-05-16,2026,May,16,68.45,108.01,2026-05-02,63.38,8,8.4,823,11.99,655,16.8,399,5.88,1044,3.5,1082,2.99,813,5.89,792,13.0,412,739752,109.1,100.0,Normal day,RM 68.45,108.0
Malaysia overall,2026-05-17,2026,May,17,67.85,107.05,2026-05-02,63.38,8,8.39,801,12.0,645,16.5,370,5.99,1019,3.5,1063,2.99,803,5.58,774,12.9,411,739753,109.1,100.0,Normal day,RM 67.85,107.0
Malaysia overall,2026-05-18,2026,May,18,68.99,108.85,2026-05-02,63.38,8,8.5,1063,12.3,902,16.0,507,6.0,1463,3.9,1748,3.3,1370,5.99,979,13.0,564,739754,109.1,100.0,Normal day,RM 68.99,108.8
Malaysia overall,2026-05-19,2026,May,19,69.07,108.98,2026-05-02,63.38,8,8.5,831,12.1,606,16.99,383,6.0,1040,3.5,1080,2.99,813,5.99,769,13.0,407,739755,109.1,100.0,Normal day,RM 69.07,109.0
Malaysia overall,2026-05-20,2026,May,20,69.15,109.1,2026-05-02,63.38,8,8.59,832,12.2,622,16.9,390,5.99,1056,3.5,1084,2.99,826,5.99,798,12.99,418,739756,109.1,100.0,Highest basket index,RM 69.15,109.1
Melaka,2026-05-02,2026,May,2,61.59,100.0,2026-05-02,61.59,8,7.79,21,11.7,13,16.99,5,2.74,22,3.9,21,2.99,17,5.99,21,9.49,12,739738,118.95,100.0,Lowest basket index,RM 61.59,100.0
Melaka,2026-05-03,2026,May,3,62.45,101.4,2026-05-02,61.59,8,7.79,21,11.7,14,18.0,5,2.49,22,3.95,22,3.1,18,5.99,19,9.45,12,739739,118.95,100.0,Normal day,RM 62.45,101.4
Melaka,2026-05-04,2026,May,4,70.47,114.42,2026-05-02,61.59,8,7.99,35,11.99,34,20.0,9,3.5,43,3.99,50,3.5,45,6.0,30,13.5,25,739740,118.95,100.0,Normal day,RM 70.47,114.4
Melaka,2026-05-05,2026,May,5,63.75,103.52,2026-05-02,61.59,8,7.99,21,11.7,15,17.49,4,2.5,22,3.99,21,3.1,16,6.0,19,10.99,11,739741,118.95,100.0,Normal day,RM 63.75,103.5
Melaka,2026-05-06,2026,May,6,64.05,103.99,2026-05-02,61.59,8,7.85,20,11.59,14,18.95,4,2.49,19,3.99,22,3.2,17,5.99,16,9.99,11,739742,118.95,100.0,Normal day,RM 64.05,104.0
Melaka,2026-05-07,2026,May,7,66.16,107.43,2026-05-02,61.59,8,7.9,21,11.69,13,19.9,5,2.5,22,3.99,22,3.2,17,6.0,17,10.99,11,739743,118.95,100.0,Normal day,RM 66.16,107.4
Melaka,2026-05-08,2026,May,8,63.05,102.37,2026-05-02,61.59,8,7.99,21,11.7,15,16.95,6,2.5,22,3.99,22,3.2,17,5.74,20,10.99,11,739744,118.95,100.0,Normal day,RM 63.05,102.4
Melaka,2026-05-09,2026,May,9,63.58,103.24,2026-05-02,61.59,8,7.99,21,11.7,15,18.99,5,2.5,22,3.99,21,2.99,17,5.74,20,9.69,12,739745,118.95,100.0,Normal day,RM 63.58,103.2
Melaka,2026-05-10,2026,May,10,63.25,102.69,2026-05-02,61.59,8,7.99,21,11.7,16,17.95,4,3.1,22,3.99,22,3.1,18,5.74,20,9.69,12,739746,118.95,100.0,Normal day,RM 63.25,102.7
Melaka,2026-05-11,2026,May,11,69.41,112.69,2026-05-02,61.59,8,7.99,34,11.99,37,19.0,7,3.95,42,3.99,50,3.5,44,5.99,35,13.0,26,739747,118.95,100.0,Normal day,RM 69.41,112.7
Melaka,2026-05-12,2026,May,12,67.31,109.3,2026-05-02,61.59,8,7.9,21,11.7,15,20.0,3,3.99,20,3.99,22,3.3,17,6.45,18,9.99,13,739748,118.95,100.0,Normal day,RM 67.31,109.3
Melaka,2026-05-13,2026,May,13,65.61,106.53,2026-05-02,61.59,8,7.95,20,11.75,15,19.49,4,4.49,21,3.99,22,3.15,18,5.9,17,8.9,11,739749,118.95,100.0,Normal day,RM 65.61,106.5
Melaka,2026-05-14,2026,May,14,67.68,109.89,2026-05-02,61.59,8,7.99,20,11.99,15,19.89,6,4.5,22,3.99,22,3.15,18,5.18,19,10.99,11,739750,118.95,100.0,Normal day,RM 67.68,109.9
Melaka,2026-05-15,2026,May,15,68.84,111.77,2026-05-02,61.59,8,7.99,21,11.99,16,19.9,4,5.5,21,3.99,21,3.15,18,5.33,20,10.99,9,739751,118.95,100.0,Normal day,RM 68.84,111.8
Melaka,2026-05-16,2026,May,16,70.08,113.79,2026-05-02,61.59,8,8.09,21,11.99,14,18.99,3,5.89,22,3.99,20,3.15,16,6.0,17,11.99,10,739752,118.95,100.0,Normal day,RM 70.08,113.8
Melaka,2026-05-17,2026,May,17,68.75,111.63,2026-05-02,61.59,8,8.39,21,12.09,16,18.0,3,5.99,22,3.99,22,3.3,17,6.0,18,10.99,11,739753,118.95,100.0,Normal day,RM 68.75,111.6
Melaka,2026-05-18,2026,May,18,73.26,118.95,2026-05-02,61.59,8,8.39,35,12.49,37,19.4,6,5.99,44,3.99,50,3.5,44,6.0,33,13.5,25,739754,118.95,100.0,Highest basket index,RM 73.26,119.0
Melaka,2026-05-19,2026,May,19,70.11,113.83,2026-05-02,61.59,8,8.39,21,12.05,15,18.39,2,5.99,22,3.99,22,3.3,17,6.0,20,11.99,10,739755,118.95,100.0,Normal day,RM 70.11,113.8
Melaka,2026-05-20,2026,May,20,67.72,109.96,2026-05-02,61.59,8,8.39,20,12.12,16,19.39,4,5.79,21,3.99,22,3.3,17,5.75,18,8.99,10,739756,118.95,100.0,Normal day,RM 67.72,110.0
Negeri Sembilan,2026-05-02,2026,May,2,75.38,100.0,2026-05-02,75.38,8,7.99,34,11.7,28,18.9,5,2.9,33,3.99,34,2.9,21,5.0,29,22.0,1,739738,103.2,86.36,Normal day,RM 75.38,100.0
Negeri Sembilan,2026-05-03,2026,May,3,72.94,96.76,2026-05-02,75.38,8,7.99,34,11.7,25,18.9,3,2.5,35,3.95,32,2.9,19,5.0,32,20.0,1,739739,103.2,86.36,Normal day,RM 72.94,96.8
Negeri Sembilan,2026-05-04,2026,May,4,77.79,103.2,2026-05-02,75.38,8,8.5,47,12.0,29,18.95,8,3.5,53,3.9,55,3.2,36,5.75,44,22.0,1,739740,103.2,86.36,Highest basket index,RM 77.79,103.2
Negeri Sembilan,2026-05-06,2026,May,6,69.01,91.55,2026-05-02,75.38,8,7.9,33,11.99,24,17.99,3,2.9,33,3.99,35,2.7,20,5.54,32,16.0,2,739742,103.2,86.36,Normal day,RM 69.01,91.5
Negeri Sembilan,2026-05-07,2026,May,7,69.62,92.35,2026-05-02,75.38,8,7.79,33,11.99,26,17.95,6,2.9,35,3.99,34,2.5,21,5.0,33,17.5,2,739743,103.2,86.36,Normal day,RM 69.62,92.3
Negeri Sembilan,2026-05-08,2026,May,8,68.76,91.22,2026-05-02,75.38,8,7.89,33,11.99,28,16.99,4,2.5,35,3.99,35,2.9,23,5.0,31,17.5,2,739744,103.2,86.36,Normal day,RM 68.76,91.2
Negeri Sembilan,2026-05-09,2026,May,9,65.1,86.36,2026-05-02,75.38,8,7.99,34,11.99,28,17.94,4,2.99,35,3.99,35,2.7,22,5.0,32,12.5,2,739745,103.2,86.36,Lowest basket index,RM 65.10,86.4
Negeri Sembilan,2026-05-10,2026,May,10,71.66,95.07,2026-05-02,75.38,8,7.99,33,11.99,24,18.49,2,2.9,35,3.99,35,2.9,23,4.9,35,18.5,2,739746,103.2,86.36,Normal day,RM 71.66,95.1
Negeri Sembilan,2026-05-11,2026,May,11,72.84,96.64,2026-05-02,75.38,8,8.3,47,12.0,30,20.9,11,3.95,52,3.9,56,3.3,37,5.0,43,15.5,2,739747,103.2,86.36,Normal day,RM 72.84,96.6
