state,map_state,date,year,month_number,month,division,division_name,inflation_yoy,inflation_mom
Johor,Johor,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,1.8,0.6
Kedah,Kedah,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,1.8,0.3
Kelantan,Kelantan,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,1.5,0.6
Melaka,Melaka,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,1.9,0.3
Negeri Sembilan,Negeri Sembilan,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,1.7,0.2
Pahang,Pahang,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,2.4,0.5
Perak,Perak,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,2.2,0.2
Perlis,Perlis,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,2.3,0.4
Pulau Pinang,Penang,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,3.3,0.3
Sabah,Sabah,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,1.1,0.1
Sarawak,Sarawak,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,2.9,0.0
Selangor,Selangor,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,3.0,0.2
Terengganu,Terengganu,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,2.0,0.8
W.P. Kuala Lumpur,Kuala Lumpur,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,1.1,0.1
W.P. Labuan,Labuan,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,3.3,0.4
W.P. Putrajaya,Putrajaya,2023-12-01,2023,12,December,01,Food and non-alcoholic beverages,3.1,0.6
Johor,Johor,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,1.8,0.5
Kedah,Kedah,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,1.7,0.4
Kelantan,Kelantan,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,1.3,0.3
Melaka,Melaka,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,1.5,0.3
Negeri Sembilan,Negeri Sembilan,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,1.3,0.1
Pahang,Pahang,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,3.0,1.2
Perak,Perak,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,1.3,-0.3
Perlis,Perlis,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,1.9,0.1
Pulau Pinang,Penang,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,2.7,0.3
Sabah,Sabah,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,1.2,0.4
Sarawak,Sarawak,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,2.7,0.3
Selangor,Selangor,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,2.6,0.1
Terengganu,Terengganu,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,1.4,0.0
W.P. Kuala Lumpur,Kuala Lumpur,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,1.2,0.8
W.P. Labuan,Labuan,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,3.6,0.7
W.P. Putrajaya,Putrajaya,2024-01-01,2024,1,January,01,Food and non-alcoholic beverages,2.8,0.3
Johor,Johor,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,1.3,0.1
Kedah,Kedah,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,0.9,-0.6
Kelantan,Kelantan,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,1.2,0.3
Melaka,Melaka,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,1.1,0.0
Negeri Sembilan,Negeri Sembilan,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,0.6,-0.1
Pahang,Pahang,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,2.1,-0.3
Perak,Perak,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,0.9,0.3
Perlis,Perlis,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,2.2,0.4
Pulau Pinang,Penang,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,2.5,-0.1
Sabah,Sabah,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,1.2,0.3
Sarawak,Sarawak,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,2.2,0.1
Selangor,Selangor,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,3.0,1.0
Terengganu,Terengganu,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,1.6,0.5
W.P. Kuala Lumpur,Kuala Lumpur,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,1.0,-0.1
W.P. Labuan,Labuan,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,2.3,-0.7
W.P. Putrajaya,Putrajaya,2024-02-01,2024,2,February,01,Food and non-alcoholic beverages,3.2,0.6
Johor,Johor,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,1.1,-0.2
Kedah,Kedah,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,0.8,0.0
Kelantan,Kelantan,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,0.8,-0.2
Melaka,Melaka,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,0.9,-0.1
Negeri Sembilan,Negeri Sembilan,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,0.4,-0.1
Pahang,Pahang,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,1.4,-0.6
Perak,Perak,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,0.6,-0.1
Perlis,Perlis,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,2.1,0.0
Pulau Pinang,Penang,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,2.8,0.4
Sabah,Sabah,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,1.0,-0.1
Sarawak,Sarawak,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,2.1,0.2
Selangor,Selangor,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,3.2,0.2
Terengganu,Terengganu,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,1.4,0.1
W.P. Kuala Lumpur,Kuala Lumpur,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,0.7,-0.1
W.P. Labuan,Labuan,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,2.0,-0.3
W.P. Putrajaya,Putrajaya,2024-03-01,2024,3,March,01,Food and non-alcoholic beverages,2.6,-0.2
Johor,Johor,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,1.3,-0.2
Kedah,Kedah,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,0.6,-0.3
Kelantan,Kelantan,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,1.0,0.1
Melaka,Melaka,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,0.9,0.0
Negeri Sembilan,Negeri Sembilan,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,0.7,0.0
Pahang,Pahang,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,1.7,0.0
Perak,Perak,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,0.6,-0.1
Perlis,Perlis,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,1.7,-0.2
Pulau Pinang,Penang,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,3.1,0.3
Sabah,Sabah,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,1.6,0.4
Sarawak,Sarawak,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,2.1,0.1
Selangor,Selangor,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,3.7,0.4
Terengganu,Terengganu,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,1.5,-0.1
W.P. Kuala Lumpur,Kuala Lumpur,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,0.8,0.1
W.P. Labuan,Labuan,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,1.6,-0.3
W.P. Putrajaya,Putrajaya,2024-04-01,2024,4,April,01,Food and non-alcoholic beverages,2.9,0.2
Johor,Johor,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,1.3,0.4
Kedah,Kedah,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,0.6,0.4
Kelantan,Kelantan,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,1.0,0.1
Melaka,Melaka,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,0.7,0.3
Negeri Sembilan,Negeri Sembilan,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,0.6,0.3
Pahang,Pahang,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,1.8,0.5
Perak,Perak,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,0.4,0.3
Perlis,Perlis,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,2.0,0.4
Pulau Pinang,Penang,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,2.7,0.1
Sabah,Sabah,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,1.5,0.0
Sarawak,Sarawak,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,1.9,0.1
Selangor,Selangor,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,3.4,0.4
Terengganu,Terengganu,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,1.6,0.3
W.P. Kuala Lumpur,Kuala Lumpur,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,0.3,0.0
W.P. Labuan,Labuan,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,1.7,0.1
W.P. Putrajaya,Putrajaya,2024-05-01,2024,5,May,01,Food and non-alcoholic beverages,1.8,0.0
Johor,Johor,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,1.8,0.5
Kedah,Kedah,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,0.5,0.1
Kelantan,Kelantan,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,1.0,0.2
Melaka,Melaka,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,1.0,0.3
Negeri Sembilan,Negeri Sembilan,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,0.9,0.4
Pahang,Pahang,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,1.8,0.5
Perak,Perak,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,0.5,0.1
Perlis,Perlis,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,2.1,0.3
Pulau Pinang,Penang,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,2.9,0.2
Sabah,Sabah,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,1.8,0.1
Sarawak,Sarawak,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,1.9,0.3
Selangor,Selangor,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,3.3,0.0
Terengganu,Terengganu,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,1.6,0.2
W.P. Kuala Lumpur,Kuala Lumpur,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,1.1,0.8
W.P. Labuan,Labuan,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,1.9,0.8
W.P. Putrajaya,Putrajaya,2024-06-01,2024,6,June,01,Food and non-alcoholic beverages,1.7,0.2
Johor,Johor,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,1.3,-0.2
Kedah,Kedah,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,0.1,-0.2
Kelantan,Kelantan,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,0.4,-0.3
Melaka,Melaka,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,0.6,0.0
Negeri Sembilan,Negeri Sembilan,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,0.9,0.2
Pahang,Pahang,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,1.6,0.0
Perak,Perak,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,-0.1,-0.2
Perlis,Perlis,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,1.5,-0.1
Pulau Pinang,Penang,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,2.8,0.3
Sabah,Sabah,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,1.7,0.3
Sarawak,Sarawak,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,1.9,0.2
Selangor,Selangor,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,3.0,0.2
Terengganu,Terengganu,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,1.6,0.3
W.P. Kuala Lumpur,Kuala Lumpur,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,1.2,0.3
W.P. Labuan,Labuan,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,1.2,-0.4
W.P. Putrajaya,Putrajaya,2024-07-01,2024,7,July,01,Food and non-alcoholic beverages,1.5,-0.1
Johor,Johor,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,1.3,0.1
Kedah,Kedah,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,0.3,0.1
Kelantan,Kelantan,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,0.2,-0.3
Melaka,Melaka,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,0.3,-0.2
Negeri Sembilan,Negeri Sembilan,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,1.1,0.3
Pahang,Pahang,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,1.9,0.1
Perak,Perak,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,-0.1,0.0
Perlis,Perlis,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,0.7,0.0
Pulau Pinang,Penang,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,2.7,0.0
Sabah,Sabah,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,1.4,0.0
Sarawak,Sarawak,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,2.0,0.2
Selangor,Selangor,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,2.8,0.1
Terengganu,Terengganu,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,1.6,-0.1
W.P. Kuala Lumpur,Kuala Lumpur,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,1.2,0.0
W.P. Labuan,Labuan,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,0.2,-0.5
W.P. Putrajaya,Putrajaya,2024-08-01,2024,8,August,01,Food and non-alcoholic beverages,1.8,0.1
Johor,Johor,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,1.4,0.2
Kedah,Kedah,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,0.1,-0.1
Kelantan,Kelantan,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,0.3,0.0
Melaka,Melaka,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,0.3,0.0
Negeri Sembilan,Negeri Sembilan,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,0.9,-0.1
Pahang,Pahang,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,2.2,0.1
Perak,Perak,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,0.1,0.2
Perlis,Perlis,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,0.8,-0.2
Pulau Pinang,Penang,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,2.0,-0.1
Sabah,Sabah,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,1.3,0.2
Sarawak,Sarawak,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,1.6,0.1
Selangor,Selangor,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,2.8,0.1
Terengganu,Terengganu,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,1.5,-0.1
W.P. Kuala Lumpur,Kuala Lumpur,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,1.1,-0.2
W.P. Labuan,Labuan,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,-0.1,-0.2
W.P. Putrajaya,Putrajaya,2024-09-01,2024,9,September,01,Food and non-alcoholic beverages,1.4,0.1
Johor,Johor,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,2.4,1.0
Kedah,Kedah,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,0.8,0.7
Kelantan,Kelantan,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,0.8,0.6
Melaka,Melaka,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,1.0,1.0
Negeri Sembilan,Negeri Sembilan,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,1.9,1.0
Pahang,Pahang,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,2.3,0.3
Perak,Perak,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,0.9,0.8
Perlis,Perlis,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,1.6,1.0
Pulau Pinang,Penang,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,2.4,0.8
Sabah,Sabah,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,1.6,0.3
Sarawak,Sarawak,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,1.2,-0.1
Selangor,Selangor,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,3.8,1.2
Terengganu,Terengganu,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,2.1,0.7
W.P. Kuala Lumpur,Kuala Lumpur,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,2.0,0.8
W.P. Labuan,Labuan,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,0.7,1.0
W.P. Putrajaya,Putrajaya,2024-10-01,2024,10,October,01,Food and non-alcoholic beverages,2.9,1.5
Johor,Johor,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,2.9,0.1
Kedah,Kedah,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,0.9,0.1
Kelantan,Kelantan,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,1.0,-0.3
Melaka,Melaka,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,1.8,-0.1
Negeri Sembilan,Negeri Sembilan,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,2.1,-0.1
Pahang,Pahang,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,2.2,-0.1
Perak,Perak,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,1.0,0.0
Perlis,Perlis,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,2.1,0.1
Pulau Pinang,Penang,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,2.6,0.0
Sabah,Sabah,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,2.2,0.1
Sarawak,Sarawak,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,1.5,0.1
Selangor,Selangor,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,4.0,0.0
Terengganu,Terengganu,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,2.8,0.2
W.P. Kuala Lumpur,Kuala Lumpur,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,2.6,0.1
W.P. Labuan,Labuan,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,1.0,0.4
W.P. Putrajaya,Putrajaya,2024-11-01,2024,11,November,01,Food and non-alcoholic beverages,3.4,0.1
Johor,Johor,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,3.0,0.7
Kedah,Kedah,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,0.6,0.1
Kelantan,Kelantan,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,0.5,0.2
Melaka,Melaka,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,2.5,1.0
Negeri Sembilan,Negeri Sembilan,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,2.6,0.7
Pahang,Pahang,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,2.1,0.5
Perak,Perak,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,1.3,0.5
Perlis,Perlis,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,1.8,0.1
Pulau Pinang,Penang,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,2.5,0.2
Sabah,Sabah,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,2.3,0.1
Sarawak,Sarawak,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,1.6,0.1
Selangor,Selangor,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,4.1,0.4
Terengganu,Terengganu,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,2.9,0.9
W.P. Kuala Lumpur,Kuala Lumpur,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,3.1,0.6
W.P. Labuan,Labuan,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,0.9,0.2
W.P. Putrajaya,Putrajaya,2024-12-01,2024,12,December,01,Food and non-alcoholic beverages,2.9,0.2
Johor,Johor,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,2.6,0.1
Kedah,Kedah,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,0.4,0.1
Kelantan,Kelantan,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,0.5,0.2
Melaka,Melaka,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,2.7,0.4
Negeri Sembilan,Negeri Sembilan,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,2.7,0.2
Pahang,Pahang,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,1.3,0.4
Perak,Perak,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,1.5,-0.1
Perlis,Perlis,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,1.8,0.1
Pulau Pinang,Penang,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,2.3,0.1
Sabah,Sabah,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,2.2,0.4
Sarawak,Sarawak,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,1.2,-0.1
Selangor,Selangor,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,4.3,0.2
Terengganu,Terengganu,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,3.4,0.5
W.P. Kuala Lumpur,Kuala Lumpur,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,2.2,-0.1
W.P. Labuan,Labuan,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,0.6,0.4
W.P. Putrajaya,Putrajaya,2025-01-01,2025,1,January,01,Food and non-alcoholic beverages,3.5,0.9
Johor,Johor,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,2.9,0.3
Kedah,Kedah,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,0.9,-0.1
Kelantan,Kelantan,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,0.3,0.1
Melaka,Melaka,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,2.8,0.1
Negeri Sembilan,Negeri Sembilan,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,3.1,0.3
Pahang,Pahang,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,1.7,0.1
Perak,Perak,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,1.3,0.1
Perlis,Perlis,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,1.4,-0.1
Pulau Pinang,Penang,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,2.3,-0.1
Sabah,Sabah,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,2.6,0.7
Sarawak,Sarawak,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,1.6,0.5
Selangor,Selangor,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,3.5,0.3
Terengganu,Terengganu,2025-02-01,2025,2,February,01,Food and non-alcoholic beverages,2.9,-0.1
