state,state_display,date,year,month_number,month,period_id,period_label,date_number,division,division_name,inflation_yoy,inflation_mom
Pahang,Pahang,2024-01-01,2024,1,January,2024-01,January 2024,202401,01,Food and non-alcoholic beverages,3.0,1.2
Pulau Pinang,Penang,2024-01-01,2024,1,January,2024-01,January 2024,202401,01,Food and non-alcoholic beverages,2.7,0.3
Perak,Perak,2024-01-01,2024,1,January,2024-01,January 2024,202401,01,Food and non-alcoholic beverages,1.3,-0.3
Perlis,Perlis,2024-01-01,2024,1,January,2024-01,January 2024,202401,01,Food and non-alcoholic beverages,1.9,0.1
W.P. Putrajaya,Putrajaya,2024-01-01,2024,1,January,2024-01,January 2024,202401,01,Food and non-alcoholic beverages,2.8,0.3
Sabah,Sabah,2024-01-01,2024,1,January,2024-01,January 2024,202401,01,Food and non-alcoholic beverages,1.2,0.4
Sarawak,Sarawak,2024-01-01,2024,1,January,2024-01,January 2024,202401,01,Food and non-alcoholic beverages,2.7,0.3
Selangor,Selangor,2024-01-01,2024,1,January,2024-01,January 2024,202401,01,Food and non-alcoholic beverages,2.6,0.1
Terengganu,Terengganu,2024-01-01,2024,1,January,2024-01,January 2024,202401,01,Food and non-alcoholic beverages,1.4,0.0
Johor,Johor,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,1.3,0.1
Kedah,Kedah,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,0.9,-0.6
Kelantan,Kelantan,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,1.2,0.3
W.P. Kuala Lumpur,Kuala Lumpur,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,1.0,-0.1
W.P. Labuan,Labuan,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,2.3,-0.7
Melaka,Melaka,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,1.1,0.0
Negeri Sembilan,Negeri Sembilan,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,0.6,-0.1
Pahang,Pahang,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,2.1,-0.3
Pulau Pinang,Penang,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,2.5,-0.1
Perak,Perak,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,0.9,0.3
Perlis,Perlis,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,2.2,0.4
W.P. Putrajaya,Putrajaya,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,3.2,0.6
Sabah,Sabah,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,1.2,0.3
Sarawak,Sarawak,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,2.2,0.1
Selangor,Selangor,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,3.0,1.0
Terengganu,Terengganu,2024-02-01,2024,2,February,2024-02,February 2024,202402,01,Food and non-alcoholic beverages,1.6,0.5
Johor,Johor,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,1.1,-0.2
Kedah,Kedah,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,0.8,0.0
Kelantan,Kelantan,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,0.8,-0.2
W.P. Kuala Lumpur,Kuala Lumpur,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,0.7,-0.1
W.P. Labuan,Labuan,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,2.0,-0.3
Melaka,Melaka,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,0.9,-0.1
Negeri Sembilan,Negeri Sembilan,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,0.4,-0.1
Pahang,Pahang,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,1.4,-0.6
Pulau Pinang,Penang,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,2.8,0.4
Perak,Perak,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,0.6,-0.1
Perlis,Perlis,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,2.1,0.0
W.P. Putrajaya,Putrajaya,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,2.6,-0.2
Sabah,Sabah,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,1.0,-0.1
Sarawak,Sarawak,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,2.1,0.2
Selangor,Selangor,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,3.2,0.2
Terengganu,Terengganu,2024-03-01,2024,3,March,2024-03,March 2024,202403,01,Food and non-alcoholic beverages,1.4,0.1
Johor,Johor,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,1.3,-0.2
Kedah,Kedah,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,0.6,-0.3
Kelantan,Kelantan,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,1.0,0.1
W.P. Kuala Lumpur,Kuala Lumpur,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,0.8,0.1
W.P. Labuan,Labuan,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,1.6,-0.3
Melaka,Melaka,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,0.9,0.0
Negeri Sembilan,Negeri Sembilan,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,0.7,0.0
Pahang,Pahang,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,1.7,0.0
Pulau Pinang,Penang,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,3.1,0.3
Perak,Perak,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,0.6,-0.1
Perlis,Perlis,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,1.7,-0.2
W.P. Putrajaya,Putrajaya,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,2.9,0.2
Sabah,Sabah,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,1.6,0.4
Sarawak,Sarawak,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,2.1,0.1
Selangor,Selangor,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,3.7,0.4
Terengganu,Terengganu,2024-04-01,2024,4,April,2024-04,April 2024,202404,01,Food and non-alcoholic beverages,1.5,-0.1
Johor,Johor,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,1.3,0.4
Kedah,Kedah,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,0.6,0.4
Kelantan,Kelantan,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,1.0,0.1
W.P. Kuala Lumpur,Kuala Lumpur,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,0.3,0.0
W.P. Labuan,Labuan,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,1.7,0.1
Melaka,Melaka,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,0.7,0.3
Negeri Sembilan,Negeri Sembilan,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,0.6,0.3
Pahang,Pahang,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,1.8,0.5
Pulau Pinang,Penang,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,2.7,0.1
Perak,Perak,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,0.4,0.3
Perlis,Perlis,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,2.0,0.4
W.P. Putrajaya,Putrajaya,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,1.8,0.0
Sabah,Sabah,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,1.5,0.0
Sarawak,Sarawak,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,1.9,0.1
Selangor,Selangor,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,3.4,0.4
Terengganu,Terengganu,2024-05-01,2024,5,May,2024-05,May 2024,202405,01,Food and non-alcoholic beverages,1.6,0.3
Johor,Johor,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,1.8,0.5
Kedah,Kedah,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,0.5,0.1
Kelantan,Kelantan,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,1.0,0.2
W.P. Kuala Lumpur,Kuala Lumpur,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,1.1,0.8
W.P. Labuan,Labuan,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,1.9,0.8
Melaka,Melaka,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,1.0,0.3
Negeri Sembilan,Negeri Sembilan,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,0.9,0.4
Pahang,Pahang,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,1.8,0.5
Pulau Pinang,Penang,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,2.9,0.2
Perak,Perak,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,0.5,0.1
Perlis,Perlis,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,2.1,0.3
W.P. Putrajaya,Putrajaya,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,1.7,0.2
Sabah,Sabah,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,1.8,0.1
Sarawak,Sarawak,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,1.9,0.3
Selangor,Selangor,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,3.3,0.0
Terengganu,Terengganu,2024-06-01,2024,6,June,2024-06,June 2024,202406,01,Food and non-alcoholic beverages,1.6,0.2
Johor,Johor,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,1.3,-0.2
Kedah,Kedah,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,0.1,-0.2
Kelantan,Kelantan,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,0.4,-0.3
W.P. Kuala Lumpur,Kuala Lumpur,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,1.2,0.3
W.P. Labuan,Labuan,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,1.2,-0.4
Melaka,Melaka,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,0.6,0.0
Negeri Sembilan,Negeri Sembilan,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,0.9,0.2
Pahang,Pahang,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,1.6,0.0
Pulau Pinang,Penang,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,2.8,0.3
Perak,Perak,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,-0.1,-0.2
Perlis,Perlis,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,1.5,-0.1
W.P. Putrajaya,Putrajaya,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,1.5,-0.1
Sabah,Sabah,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,1.7,0.3
Sarawak,Sarawak,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,1.9,0.2
Selangor,Selangor,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,3.0,0.2
Terengganu,Terengganu,2024-07-01,2024,7,July,2024-07,July 2024,202407,01,Food and non-alcoholic beverages,1.6,0.3
Johor,Johor,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,1.3,0.1
Kedah,Kedah,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,0.3,0.1
Kelantan,Kelantan,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,0.2,-0.3
W.P. Kuala Lumpur,Kuala Lumpur,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,1.2,0.0
W.P. Labuan,Labuan,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,0.2,-0.5
Melaka,Melaka,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,0.3,-0.2
Negeri Sembilan,Negeri Sembilan,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,1.1,0.3
Pahang,Pahang,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,1.9,0.1
Pulau Pinang,Penang,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,2.7,0.0
Perak,Perak,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,-0.1,0.0
Perlis,Perlis,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,0.7,0.0
W.P. Putrajaya,Putrajaya,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,1.8,0.1
Sabah,Sabah,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,1.4,0.0
Sarawak,Sarawak,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,2.0,0.2
Selangor,Selangor,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,2.8,0.1
Terengganu,Terengganu,2024-08-01,2024,8,August,2024-08,August 2024,202408,01,Food and non-alcoholic beverages,1.6,-0.1
Johor,Johor,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,1.4,0.2
Kedah,Kedah,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,0.1,-0.1
Kelantan,Kelantan,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,0.3,0.0
W.P. Kuala Lumpur,Kuala Lumpur,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,1.1,-0.2
W.P. Labuan,Labuan,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,-0.1,-0.2
Melaka,Melaka,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,0.3,0.0
Negeri Sembilan,Negeri Sembilan,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,0.9,-0.1
Pahang,Pahang,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,2.2,0.1
Pulau Pinang,Penang,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,2.0,-0.1
Perak,Perak,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,0.1,0.2
Perlis,Perlis,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,0.8,-0.2
W.P. Putrajaya,Putrajaya,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,1.4,0.1
Sabah,Sabah,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,1.3,0.2
Sarawak,Sarawak,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,1.6,0.1
Selangor,Selangor,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,2.8,0.1
Terengganu,Terengganu,2024-09-01,2024,9,September,2024-09,September 2024,202409,01,Food and non-alcoholic beverages,1.5,-0.1
Johor,Johor,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,2.4,1.0
Kedah,Kedah,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,0.8,0.7
Kelantan,Kelantan,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,0.8,0.6
W.P. Kuala Lumpur,Kuala Lumpur,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,2.0,0.8
W.P. Labuan,Labuan,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,0.7,1.0
Melaka,Melaka,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,1.0,1.0
Negeri Sembilan,Negeri Sembilan,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,1.9,1.0
Pahang,Pahang,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,2.3,0.3
Pulau Pinang,Penang,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,2.4,0.8
Perak,Perak,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,0.9,0.8
Perlis,Perlis,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,1.6,1.0
W.P. Putrajaya,Putrajaya,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,2.9,1.5
Sabah,Sabah,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,1.6,0.3
Sarawak,Sarawak,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,1.2,-0.1
Selangor,Selangor,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,3.8,1.2
Terengganu,Terengganu,2024-10-01,2024,10,October,2024-10,October 2024,202410,01,Food and non-alcoholic beverages,2.1,0.7
Johor,Johor,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,2.9,0.1
Kedah,Kedah,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,0.9,0.1
Kelantan,Kelantan,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,1.0,-0.3
W.P. Kuala Lumpur,Kuala Lumpur,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,2.6,0.1
W.P. Labuan,Labuan,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,1.0,0.4
Melaka,Melaka,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,1.8,-0.1
Negeri Sembilan,Negeri Sembilan,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,2.1,-0.1
Pahang,Pahang,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,2.2,-0.1
Pulau Pinang,Penang,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,2.6,0.0
Perak,Perak,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,1.0,0.0
Perlis,Perlis,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,2.1,0.1
W.P. Putrajaya,Putrajaya,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,3.4,0.1
Sabah,Sabah,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,2.2,0.1
Sarawak,Sarawak,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,1.5,0.1
Selangor,Selangor,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,4.0,0.0
Terengganu,Terengganu,2024-11-01,2024,11,November,2024-11,November 2024,202411,01,Food and non-alcoholic beverages,2.8,0.2
Johor,Johor,2024-12-01,2024,12,December,2024-12,December 2024,202412,01,Food and non-alcoholic beverages,3.0,0.7
Kedah,Kedah,2024-12-01,2024,12,December,2024-12,December 2024,202412,01,Food and non-alcoholic beverages,0.6,0.1
Kelantan,Kelantan,2024-12-01,2024,12,December,2024-12,December 2024,202412,01,Food and non-alcoholic beverages,0.5,0.2
W.P. Kuala Lumpur,Kuala Lumpur,2024-12-01,2024,12,December,2024-12,December 2024,202412,01,Food and non-alcoholic beverages,3.1,0.6
W.P. Labuan,Labuan,2024-12-01,2024,12,December,2024-12,December 2024,202412,01,Food and non-alcoholic beverages,0.9,0.2
