state,state_display,year,indicator,indicator_order,indicator_value,indicator_value_label,exposure_score,overall_exposure_score,indicator_meaning,unit,food_crop_planted_area_hectares,food_crop_production_tonnes,fish_landings_tonnes,population_thousand,pressure_band
Terengganu,Terengganu,2022,"Fish landings per 1,000 residents",3,28.39372998483061,28.4,85.27850938450652,56.96460948215083,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",29909.5,124473.40000000001,33692,1186.6,Higher exposure
Terengganu,Terengganu,2022,Population,4,1186.6,"1,186.6 thousand",15.671470072194893,56.96460948215083,Higher values mean stronger demand pressure,thousand people,29909.5,124473.40000000001,33692,1186.6,Lower exposure
W.P. Labuan,Labuan,2018,Food inflation,1,1.325,1.3%,86.8421052631579,58.844473902528115,Higher values mean more price pressure,%,401.20000000000005,1262.3999999999999,19321,99.0,Higher exposure
W.P. Labuan,Labuan,2018,"Crop production per 1,000 residents",2,12.75151515151515,12.8,100.0,58.844473902528115,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",401.20000000000005,1262.3999999999999,19321,99.0,Higher exposure
W.P. Labuan,Labuan,2018,"Fish landings per 1,000 residents",3,195.16161616161617,195.2,48.53579034695454,58.844473902528115,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",401.20000000000005,1262.3999999999999,19321,99.0,Moderate exposure
W.P. Labuan,Labuan,2018,Population,4,99.0,99.0 thousand,0.0,58.844473902528115,Higher values mean stronger demand pressure,thousand people,401.20000000000005,1262.3999999999999,19321,99.0,Lower exposure
W.P. Labuan,Labuan,2019,Food inflation,1,1.175,1.2%,32.11678832116789,46.627709921769416,Higher values mean more price pressure,%,326.9,1227.2,20272,99.3,Lower exposure
W.P. Labuan,Labuan,2019,"Crop production per 1,000 residents",2,12.358509566968783,12.4,100.0,46.627709921769416,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",326.9,1227.2,20272,99.3,Higher exposure
W.P. Labuan,Labuan,2019,"Fish landings per 1,000 residents",3,204.14904330312186,204.1,54.394051365909775,46.627709921769416,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",326.9,1227.2,20272,99.3,Moderate exposure
W.P. Labuan,Labuan,2019,Population,4,99.3,99.3 thousand,0.0,46.627709921769416,Higher values mean stronger demand pressure,thousand people,326.9,1227.2,20272,99.3,Lower exposure
W.P. Labuan,Labuan,2020,Food inflation,1,0.7083333333333334,0.7%,27.064220183486242,37.88477395699769,Higher values mean more price pressure,%,191.9,1148.6999999999998,17497,95.1,Lower exposure
W.P. Labuan,Labuan,2020,"Crop production per 1,000 residents",2,12.078864353312301,12.1,100.0,37.88477395699769,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",191.9,1148.6999999999998,17497,95.1,Higher exposure
W.P. Labuan,Labuan,2020,"Fish landings per 1,000 residents",3,183.9852786540484,184.0,24.474875644504507,37.88477395699769,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",191.9,1148.6999999999998,17497,95.1,Lower exposure
W.P. Labuan,Labuan,2020,Population,4,95.1,95.1 thousand,0.0,37.88477395699769,Higher values mean stronger demand pressure,thousand people,191.9,1148.6999999999998,17497,95.1,Lower exposure
W.P. Labuan,Labuan,2021,Food inflation,1,1.3666666666666665,1.4%,41.01382488479262,35.25345622119816,Higher values mean more price pressure,%,231.4,1235.2,17724,96.0,Moderate exposure
W.P. Labuan,Labuan,2021,"Crop production per 1,000 residents",2,12.866666666666667,12.9,100.0,35.25345622119816,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",231.4,1235.2,17724,96.0,Higher exposure
W.P. Labuan,Labuan,2021,"Fish landings per 1,000 residents",3,184.625,184.6,0.0,35.25345622119816,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",231.4,1235.2,17724,96.0,Lower exposure
W.P. Labuan,Labuan,2021,Population,4,96.0,96.0 thousand,0.0,35.25345622119816,Higher values mean stronger demand pressure,thousand people,231.4,1235.2,17724,96.0,Lower exposure
W.P. Labuan,Labuan,2022,Food inflation,1,3.4416666666666664,3.4%,0.0,25.0,Higher values mean more price pressure,%,332.5,1197.7,18411,96.9,Lower exposure
W.P. Labuan,Labuan,2022,"Crop production per 1,000 residents",2,12.36016511867905,12.4,100.0,25.0,Lower values mean weaker local crop capacity,"tonnes per 1,000 residents",332.5,1197.7,18411,96.9,Higher exposure
W.P. Labuan,Labuan,2022,"Fish landings per 1,000 residents",3,190.0,190.0,0.0,25.0,Lower values mean weaker seafood supply,"tonnes per 1,000 residents",332.5,1197.7,18411,96.9,Lower exposure
W.P. Labuan,Labuan,2022,Population,4,96.9,96.9 thousand,0.0,25.0,Higher values mean stronger demand pressure,thousand people,332.5,1197.7,18411,96.9,Lower exposure
